game_id,listing_id,platform_guess,is_standard_edition,is_bundle,is_excluded,exclude_reason,needs_detail_scrape,seen_count,best_rank,price_raw,sold_flag_raw,listing_url,title_raw
pragmata_switch2,m37035952242,unknown,1,0,0,,1,1,45,2999,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m37035952242,PRAGMATA プラグマタ A4クリアファイル カプコン
pragmata_switch2,m50997850571,unknown,1,0,0,,1,1,47,3333,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m50997850571,ディアナ カプころん カプコンストア プラグマタ
pragmata_switch2,m89212956936,unknown,1,0,0,,1,1,47,8999,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m89212956936,PRAGMATA DIANA amiibo アミーボ
pragmata_switch2,m92976601985,Switch 2,1,0,0,,1,1,47,6000,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m92976601985,プラグマタ　スイッチ2
pragmata_switch2,m53763890819,unknown,1,0,0,,1,1,48,6400,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m53763890819,PRAGMATA Nintendo Switch ソフト
pragmata_switch2,m84689182182,Switch 2,1,0,0,,1,2,48,7550,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m84689182182,PRAGMATA プラグマタ Nintendo Switch 2 新品
pragmata_switch2,m87525064396,Switch 2,1,0,0,,1,2,49,6300,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m87525064396,Switch 2 プラグマタ
pragmata_switch2,m46019902541,unknown,1,0,0,,1,2,49,1333,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m46019902541,pragmata　プラグマタ　カプコン　CAPCOM　ステッカー　非売品
pragmata_switch2,m63083037705,Switch 2,1,0,0,,1,2,49,5400,ITEM_STATUS_TRADING,https://jp.mercari.com/item/m63083037705,プラグマタ　Switch2　動作確認済
pragmata_switch2,m82409133454,Switch 2,1,0,0,,1,2,50,6900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m82409133454,PRAGMATA Nintendo Switch2 DLC未使用　プラグマタ
pragmata_switch2,m75889609329,unknown,1,0,0,,1,1,51,5800,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m75889609329,PRAGMATA Nintendo Switch
pragmata_switch2,m96646729719,unknown,1,0,0,,1,1,52,999,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m96646729719,PRAGMATA プラグマタ ディアナ&ヒュー 両面しおり
pragmata_switch2,m69159738463,Switch 2,1,0,0,,1,1,52,6777,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m69159738463,【特典未使用】プラグマタ Nintendo Switch2
pragmata_switch2,m60912443543,Switch 2,1,0,0,,1,2,52,6700,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m60912443543,Switch2 プラグマタ
pragmata_switch2,m28325540699,Switch 2,1,0,0,,1,2,53,7399,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m28325540699,PRAGMATA Nintendo Switch2 DLC未使用
pragmata_switch2,m86191573761,Switch 2,1,0,0,,1,2,54,5600,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m86191573761,プラグマタ Switch2 早期購入特典付き
pragmata_switch2,2JST7c9aWVNiz7N2g4kAZy,Switch 2,1,0,0,,1,1,55,6480,ITEM_STATUS_ON_SALE,https://jp.mercari.com/shops/product/2JST7c9aWVNiz7N2g4kAZy,【中古美品】 プラグマタ -Switch2 [CERO区分_C/ 15歳以上対象] 【260611-st-02-otoh】
pragmata_switch2,m17897110678,Switch 2,1,0,0,,1,2,55,7666,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m17897110678,Switch2 プラグマタ 未開封品
pragmata_switch2,m79463199246,unknown,1,0,0,,1,1,56,6800,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m79463199246,プラグマタ
pragmata_switch2,m60831594965,unknown,1,0,0,,1,1,57,7999,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m60831594965,プラグマタ PRAGMATA アクリルブロック 新品未開封
pragmata_switch2,m21497687339,Switch 2,1,0,0,,1,2,57,7100,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m21497687339,Switch2 プラグマタ　新品　早期購入特典付き
pragmata_switch2,m49497868401,unknown,1,0,0,,1,1,58,6200,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m49497868401,PRAGMATA Nintendo Switch ソフト
pragmata_switch2,m33945281381,ambiguous,1,0,0,,1,1,58,444,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m33945281381,プラグマタ抽選　Nintendo Switch2版・PS5版　賞品　応募券10枚
pragmata_switch2,m54203702626,Switch 2,1,0,0,,1,2,58,7200,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m54203702626,《通常版(未開封)》Sw2 プラグマタ Nintendo Switch2
pragmata_switch2,m93346524406,unknown,1,0,0,,1,1,59,2999,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m93346524406,PRAGMATA プラグマタ Amazon特典 缶マグネット
pragmata_switch2,m44900272976,Switch 2,1,0,0,,1,2,59,6900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m44900272976,Switch2 プラグマタ
pragmata_switch2,m49815485699,unknown,1,0,0,,1,1,60,9800,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m49815485699,PRAGMATA アクリルスタンド ディアナちゃんのアクスタ
pragmata_switch2,m99767707662,Switch 2,1,0,0,,1,1,60,6900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m99767707662,新品未使用 Switch2 プラグマタ
pragmata_switch2,m27627256848,unknown,1,0,0,,1,1,60,2111,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m27627256848,未使用品 プラグマタ ダミーパッケージ 2種類
pragmata_switch2,m71138972671,Switch 2,1,0,0,,1,1,61,6666,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m71138972671,PRAGMATA Switch2 プラグマタ
pragmata_switch2,m56623081487,Switch 2,1,0,0,,1,2,61,6800,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m56623081487,PRAGMATA Switch2 【早期購入特典未使用】プラグマタ
pragmata_switch2,m29372484969,Switch 2,1,0,0,,1,2,62,6400,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m29372484969,Switch2 プラグマタ
pragmata_switch2,m56864046858,Switch 2,1,0,0,,1,1,63,5900,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m56864046858,PRAGMATA Nintendo Switch 2 ソフト
pragmata_switch2,m85316268709,Switch 2,1,0,0,,1,1,63,6580,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m85316268709,早期購入特典付 Switch2 プラグマタ
pragmata_switch2,m13830837918,Switch 2,1,0,0,,1,1,63,5888,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m13830837918,プラグマタ Switch2版
pragmata_switch2,m98563709433,Switch 2,1,0,0,,1,2,64,7140,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m98563709433,Switch2ソフト プラグマタ
pragmata_switch2,m33777935755,unknown,1,0,0,,1,2,65,1299,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m33777935755,非売品　プラグマタ　 ダミージャケット　PRAGMATA　合計4枚　詳細は⇒
pragmata_switch2,m61449525648,Switch 2,1,0,0,,1,1,65,6477,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m61449525648,PRAGMATA Nintendo Switch2 プラグマタ
pragmata_switch2,m75725664936,Switch 2,1,0,0,,1,1,65,6300,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m75725664936,プラグマタ PRAGMATA Nintendo Switch 2 コード未使用
pragmata_switch2,m54029135021,Switch 2,1,0,0,,1,1,66,7850,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m54029135021,【新品・未使用】Switch2 プラグマタ
pragmata_switch2,m37237670740,Switch 2,1,0,0,,1,1,66,6980,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m37237670740,Switch2 プラグマタ　未開封
pragmata_switch2,m78246838407,unknown,1,0,0,,1,1,67,5900,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m78246838407,PRAGMATA Nintendo Switch ソフト
pragmata_switch2,m58644479875,Switch 2,1,0,0,,1,1,67,7980,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m58644479875,【新品未開封】 Switch2 プラグマタ
pragmata_switch2,m21416096826,Switch 2,1,0,0,,1,1,67,5900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m21416096826,PRAGMATA（プラグマタ）【Switch2】
pragmata_switch2,m64221666293,unknown,1,0,0,,1,1,68,8500,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m64221666293,プラグマタ　PRAGMATA　アクリルブロック
pragmata_switch2,m57041256599,Switch 2,1,0,0,,1,2,68,6400,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m57041256599,PRAGMATA プラグマタ　Switch2
pragmata_switch2,m88386315843,Switch 2,1,0,0,,1,1,68,7000,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m88386315843,CAPCOM PRAGMATA Nintendo Switch2
pragmata_switch2,m52514123496,Switch 2,1,0,0,,1,1,69,6999,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m52514123496,PRAGMATA プラグマタ Switch2
pragmata_switch2,m88919210652,unknown,1,0,0,,1,1,70,7999,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m88919210652,プラグマタ PRAGMATA アクリルブロック 新品 未開封 ①
pragmata_switch2,m81348643373,Switch 2,1,0,0,,1,1,70,6800,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m81348643373,Switch2 プラグマタ
pragmata_switch2,m26158711553,Switch 2,1,0,0,,1,2,70,6200,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m26158711553,Switch2 プラグマタ　早期購入特典未使用
pragmata_switch2,m85604948879,unknown,1,0,0,,1,1,71,1999,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m85604948879,CAPCOM カプコンストア PRAGMATA プラグマタ ポストカード　父の日
